review_id,game_name,rule_anomaly_score,near_incident,days_from_incident,user_playtime_at_review_hours,user_num_reviews,user_num_games,review_votes_up,review_votes_funny,review_steam_purchase,review_received_for_free,expected_anomalies,review_text,anomaly_type,confidence
208229224,Dota 2,8,0,883,0.633333333,3,0,0,0,0,1,bots,Nice game!,bots,high
208213736,Call of Duty: Modern Warfare II,8,0,1098,0.533333333,1,0,0,0,0,0,bombing|paid,NICE,bots,high
208245480,Dota 2,7,0,883,0.2,1,0,0,0,0,0,bots,trash af,normal,low
208164475,Dota 2,7,0,882,0.083333333,3,0,0,0,0,0,bots,1,bots,high
208312107,Dota 2,7,0,883,0.866666667,1,0,0,0,0,0,bots,"Free? Seriously? For such a high level of quality, with attention to every detail and animation, stunning voice actors, and a brilliant musical score, most studios would charge $60. Valve has created more than just a game, but a work of art. Every patch with new skins and events is a celebration. The cosmetics are incredibly cool, and the Arcana skins are simply masterpieces.",paid,medium
208340394,Counter-Strike 2,7,0,766,68.45,1,0,0,0,0,1,bots|bombing,VERY COOL GAME,normal,medium
208168480,Call of Duty: Modern Warfare II,7,0,1098,0.483333333,2,0,0,0,0,0,bombing|paid,WHY DID YOU BAN ME I DID NOTHING I COULDN'T GET WAR ZONE AND IT WOULDN'T LET ME MAKE A Account SO HOW COULD I HAVE DONE SOMETHING  I DEMAND A UN BAN,bombing,medium
208114658,Rust,7,0,2525,0.083333333,1,0,0,0,1,1,bots,"good
",bots,high
208304085,Dota 2,7,0,883,0.6,1,0,0,0,0,1,bots,"Dota 2 isn't just a game; it's an endless chess game with hundreds of pieces. The depth and complexity of the game are unparalleled. Every game is unique: new heroes, a constantly changing meta, endless possibilities for tactical maneuvers. The feeling when your well-thought-out plan is executed and leads your team to victory is simply indescribable. It's the most intellectually challenging game I've ever played.",normal,medium
208089061,Dota 2,6,0,881,31.2,2,0,0,0,0,0,bots,WWWWWWWWWWWWWWW,normal,low
208151251,Dota 2,6,0,882,7552.066667,1,0,0,0,0,1,bots,7500 hours. wow,normal,high
207660039,Fallout 76,6,0,2535,0.15,10,0,0,0,0,0,bombing,7-Jun,bombing,medium
208206486,Dota 2,6,0,882,2919.666667,1,0,0,0,0,1,bots,nice,bots,medium
208055609,Dota 2,6,0,881,16585.51667,1,0,0,0,0,0,bots,A,bots,high
208179701,Dota 2,6,0,882,0.666666667,2,0,0,0,0,0,bots,Игра прикольная и много русских,bots,high
208079906,Dota 2,6,0,881,8100.1,1,0,0,0,0,1,bots,"dont, just dont.",normal,high
207963571,Stardew Valley,6,0,999,20.81666667,1,0,0,0,0,0,normal,IT IS FUN,normal,medium
208121192,Dota 2,6,0,881,5596.4,1,0,0,0,0,0,bots,"GOOD
",bots,high
208117816,Dota 2,6,0,881,2835.95,2,0,0,0,0,1,bots,EVERYTHING IS PERFECT,bots,medium
208247500,Dota 2,6,0,883,202.4166667,3,0,0,0,0,0,bots,OLD time,normal,medium
208292438,Dota 2,6,0,883,861.5666667,1,1,0,0,0,1,bots,:thumbs up: :)),normal,high
208284028,Call of Duty: Modern Warfare II,6,0,1099,39.05,1,0,0,0,0,0,bombing|paid,LOVE IT,normal,high
208313437,Apex Legends,6,0,2462,12.15,1,0,0,0,0,1,bots|paid,"its really great
",paid,high
208295294,Dota 2,6,0,883,0.25,8,0,0,0,0,0,bots,terrible,bombing,medium
208268062,Dota 2,6,0,883,0.116666667,1,0,0,1,0,0,bots,Chess,bots,medium
208246466,Dota 2,6,0,883,19.85,1,1,0,0,0,0,bots,"SO GOOOD!
",bots,high
208037895,Dota 2,6,0,880,742.5333333,1,0,0,0,0,0,bots,No,normal,medium
207677115,ELDEN RING,6,0,1336,64.01666667,3,0,0,0,0,0,bombing,Masterpiece,normal,high
208099430,Grand Theft Auto V,6,0,3060,19.95,1,0,0,0,0,1,bombing,good,normal,medium
208286570,Apex Legends,6,0,2461,512.6,1,0,0,0,0,1,bots|paid,good i guess,normal,medium
208291006,Apex Legends,6,0,2461,1511.866667,3,0,0,0,0,1,bots|paid,good,normal,high
208316154,Counter-Strike 2,6,0,766,56.75,1,0,0,0,0,1,bots|bombing,good,normal,high
208266937,Apex Legends,6,0,2461,663.75,4,0,0,0,0,0,bots|paid,THRASH,normal,medium
208125173,Grand Theft Auto V,6,0,3060,1230.05,1,2,0,0,1,1,bombing,GG,normal,medium
208320166,Counter-Strike 2,6,0,766,11.48333333,1,0,0,0,0,1,bots|bombing,"a bunch of russians kids yelling at you to rush be and they did unspeakable things to your mother
[absolute cinema] 10/10",normal,medium
208266941,Call of Duty: Modern Warfare II,6,0,1099,10.01666667,2,0,0,0,0,0,bombing|paid,FUN,normal,medium
208271966,Call of Duty: Modern Warfare II,6,0,1099,124.2,3,0,0,0,0,1,bombing|paid,ts mad tuff,normal,high
208074369,Grand Theft Auto V,6,0,3060,58.26666667,1,0,0,0,0,1,bombing,ewf,normal,medium
208216494,Apex Legends,6,0,2460,1.7,3,0,0,0,0,0,bots|paid,"
.",bots,high
208194803,Apex Legends,6,0,2460,4.266666667,1,0,0,0,0,1,bots|paid,This game is really fun and all but the coins are really pricey.Overall 10/10 game,normal,high
208314985,Dota 2,6,0,884,73.96666667,1,0,0,0,0,0,bots,HARD GAME,normal,high
208043682,Grand Theft Auto V,6,0,3059,21.25,1,0,0,0,1,1,bombing,GOOD,normal,high
208277195,Rust,6,0,2527,0.733333333,1,8,0,0,0,0,bots,based asf.,bots,high
208324783,Dota 2,6,0,884,1.383333333,2,2,0,0,0,0,bots,"
+",bots,medium
207722978,Hades,6,0,999,69.55,4,0,0,0,0,0,normal,the Best. THE BEST.,normal,high
208206357,Apex Legends,6,0,2460,712.7166667,2,0,0,0,0,0,bots|paid,Yes,bots,low
208195345,Apex Legends,6,0,2460,126.2,1,0,0,0,0,0,bots|paid,D,normal,medium
208326314,Counter-Strike 2,6,0,766,14.11666667,1,0,0,0,0,0,bots|bombing,"SOO GOODD
",bots,medium
207957698,Call of Duty: Modern Warfare II,6,0,1096,0.666666667,5,0,0,0,0,0,bombing|paid,i like this game,paid,medium
208251505,Call of Duty: Modern Warfare II,6,0,1099,18.11666667,1,0,0,0,0,0,bombing|paid,AWEWSOME GAME!,normal,high
208178893,Helldivers 2,6,0,544,6.85,1,0,0,0,0,1,bombing,It is nice,normal,low
208216114,Grand Theft Auto V,6,0,3061,1.45,2,0,0,0,1,1,bombing,good,paid,medium
208235061,Call of Duty: Modern Warfare II,6,0,1099,48.81666667,1,0,0,0,0,1,bombing|paid,.,bots,low
207968135,Call of Duty: Modern Warfare II,6,0,1096,57.08333333,1,2,0,0,0,0,bombing|paid,10-Oct,bots,low
208100899,Apex Legends,6,0,2459,192.35,1,0,0,0,0,1,bots|paid,Speaks for itself,normal,medium
207980551,Call of Duty: Modern Warfare II,6,0,1096,14.6,1,0,0,0,0,0,bombing|paid,HAPPY,normal,low
208051660,Call of Duty: Modern Warfare II,6,0,1097,1.016666667,1,0,0,0,0,0,bombing|paid,Best game so far,paid,medium
208354353,Counter-Strike 2,6,0,766,0.566666667,1,1,0,0,1,0,bots|bombing,nice game,paid,medium
208259553,Helldivers 2,6,0,545,260.4333333,1,0,0,0,0,0,bombing,FOR DEMOCRACY,normal,high
208165443,Apex Legends,6,0,2460,1219.733333,1,0,0,0,0,0,bots|paid,"BEST GAMEEE
",normal,high
208092396,Call of Duty: Modern Warfare II,6,0,1097,0.45,2,0,0,0,0,0,bombing|paid,"redownload 120mg for warzone load into game to it say nothing installed to download warzone another 150mg tf up with this stupid shit 
",bombing,medium
208176341,Rust,6,0,2526,0.566666667,2,0,0,0,1,1,bots,"In my opinion this is the highest quality dog-shit game on the market. If you wan't to have the worst gaming experience for a prolonged period of your time. Rust is for you, this game is like fake tits.... initially alluring and promising a great time, but once you get past the surface, you realize it's all style and no substance. Many positive reviews, pretty graphics, glazed by its players. 

I know this is actually an enjoyable experience to some people, im throwing a harsh blanket over this game. But its just not for me, you gotta be a masochistic stepped on freak, or one of the dumbest humans to sink your time in this game, every i've ever met that played this game a lot, wishes they could get that time back.",bombing,medium
208083670,Call of Duty: Modern Warfare II,6,0,1097,171.5166667,1,0,0,0,0,1,bombing|paid,fu#k this game,normal,low
208093162,Call of Duty: Modern Warfare II,6,0,1097,195.6,1,0,0,0,0,1,bombing|paid,THIS GAME IS SHIT!!!,normal,low
208086645,Fallout 76,6,0,2540,0.466666667,1,0,0,0,1,0,bombing,Idk js play it :D,paid,medium
121583160,Domina,6,0,171,0.766666667,3,0,1,0,0,0,bombing,Need I explain?,normal,low
208025236,Apex Legends,6,0,2458,50.18333333,2,0,0,0,0,0,bots|paid,NICE,normal,low
208183057,Rust,6,0,2526,401.5166667,4,0,0,0,0,1,bots,"fun
",normal,low
208001578,Apex Legends,6,0,2458,0.983333333,2,0,0,0,0,0,bots|paid,if you like to date your own family and never leave the house this is the game for you.,bombing,low
208195396,Call of Duty: Modern Warfare II,6,0,1098,14.76666667,1,0,0,0,1,1,bombing|paid,THIS IS BUSINESS,bots,medium
208115340,Dota 2,6,0,881,1.683333333,1,0,0,0,0,0,bots,hueta,bots,high
208360302,Call of Duty: Modern Warfare II,6,0,1100,62.48333333,1,0,0,0,0,1,bombing|paid,fun to play,normal,high
208360841,Call of Duty: Modern Warfare II,6,0,1100,15.05,1,0,0,0,0,1,bombing|paid,it fun,normal,medium
207860593,Apex Legends,6,0,2456,151.2,3,0,0,0,0,0,bots|paid,W,normal,medium
208122101,Dota 2,6,0,881,284.6833333,1,0,0,0,0,0,bots,GOAT,normal,high
208349643,Call of Duty: Modern Warfare II,6,0,1100,17.38333333,1,0,0,0,0,0,bombing|paid,A,bots,medium
207844538,Palworld,5,0,647,13.86666667,1,0,0,0,0,0,paid|bots,fun af,normal,high
208338323,Helldivers 2,5,0,546,94.05,1,0,0,0,1,0,bombing,Highly recommend.,normal,high
208347136,Call of Duty: Modern Warfare II,5,0,1100,96.16666667,1,0,0,0,0,0,bombing|paid,yay,normal,high
208165913,Dota 2,5,0,882,1297.366667,3,0,0,0,0,0,bots,My guilty pleasure.,normal,high
208166557,Dota 2,5,0,882,5.3,2,2,0,0,0,0,bots,"wow

",bots,low
208166740,Dota 2,5,0,882,604.9333333,3,0,0,0,0,0,bots,хуйня,normal,medium
207928574,Stardew Valley,5,0,999,265.4,2,0,0,0,1,0,normal,"W
",normal,medium
207869080,Stardew Valley,5,0,999,268.1666667,1,0,0,0,1,0,normal,YES,normal,medium
207870250,Stardew Valley,5,0,999,125.2333333,3,0,0,0,1,0,normal,A M A Z I N G,normal,high
207824068,ELDEN RING,5,0,1338,12.73333333,2,0,0,0,0,0,bombing,This game is peak do not buy it plz,normal,medium
207872588,Stardew Valley,5,0,999,1.733333333,1,0,0,0,1,0,normal,Good.,normal,high
207874248,Stardew Valley,5,0,999,102.7166667,1,0,0,0,0,0,normal,fun,normal,high
207875632,Stardew Valley,5,0,999,391.7833333,2,0,0,0,0,0,normal,I like it,normal,high
208268116,Rust,5,0,2527,81.38333333,1,0,0,0,0,0,bots,yes,normal,high
208144858,Dota 2,5,0,882,3535.733333,1,0,0,0,0,0,bots,"played 3,535 hours of dota, Toxic Community, Matchmaking problem, and Braindead metas 10/10",normal,high
208146966,Dota 2,5,0,882,730.4833333,1,0,0,0,0,0,bots,history,normal,high
208149605,Dota 2,5,0,882,44.66666667,1,0,0,0,0,0,bots,"slm 
",normal,high
207714484,ELDEN RING,5,0,1337,97.4,2,0,0,0,0,1,bombing,this game is really good but i still enjoy dark souls 3 more.,normal,high
207717534,ELDEN RING,5,0,1337,81.81666667,4,0,0,0,0,0,bombing,Well good,normal,high
208098634,Palworld,5,0,650,3.25,2,0,0,0,1,0,paid|bots,L0VANDER,paid,low
121586347,Domina,5,0,171,0.166666667,93,0,2,0,0,1,bombing,"got it for free, played 20 minutes and couldn't be bothered with it

I wouldn't pay for it",nomal,medium
208324296,Rust,5,0,2528,0.5,2,3,0,0,1,0,bots,dup,bots,medium
208330537,Rust,5,0,2528,146.7166667,6,0,0,0,0,0,bots,W,normal,medium
208154241,Call of Duty: Modern Warfare II,5,0,1098,10.11666667,1,0,0,0,0,0,bombing|paid,Great,paid,medium
208156743,Call of Duty: Modern Warfare II,5,0,1098,7.683333333,1,0,0,0,0,0,bombing|paid,this game is FIRE,paid,medium
208160389,Call of Duty: Modern Warfare II,5,0,1098,38.91666667,4,0,0,0,0,0,bombing|paid,it is kinda grisch,normal,medium
208162283,Call of Duty: Modern Warfare II,5,0,1098,35.5,2,4,0,0,0,1,bombing|paid,its a good game,normal,high
208165900,Call of Duty: Modern Warfare II,5,0,1098,73.58333333,1,0,0,0,0,0,bombing|paid,yo mama,normal,high
208295220,Call of Duty: Modern Warfare II,5,0,1099,124.6333333,2,0,0,0,0,0,bombing|paid,very fun,normal,high
208124842,Dota 2,5,0,881,411.45,1,0,0,0,0,0,bots,"Я рот ебал матери Габена, а так игра 10/10, я сын шлюхи",normal,high
208125196,Dota 2,5,0,881,5282.933333,1,0,0,0,0,1,bots,if they fix the crashing problem every accepting matches,normal,medium
208116798,Dota 2,5,0,881,1461.5,1,0,0,0,0,0,bots,49% win 99.9% loose,normal,medium
207802488,ELDEN RING,5,0,1338,83.35,1,0,0,0,0,0,bombing,peak,normal,high
207767203,ELDEN RING,5,0,1337,246.9833333,4,0,0,0,0,0,bombing,yesh yesh yesh,normal,high
207769486,ELDEN RING,5,0,1337,99.75,1,0,0,0,0,0,bombing,اسطورية وممتعه,normal,medium
208142918,Call of Duty: Modern Warfare II,5,0,1098,0.433333333,20,0,0,0,0,0,bombing|paid,Microsoft activation purchase currenlty doesn't work. SOS for military personnel. Use Steam and Bungie for my recommenced. MODW 3 purchase.,bots,high
208144399,Call of Duty: Modern Warfare II,5,0,1098,17.46666667,1,0,0,0,0,1,bombing|paid,"balright js got bummed
",bots,medium
208147488,Call of Duty: Modern Warfare II,5,0,1098,407.1333333,1,0,0,0,0,0,bombing|paid,"its really fun
",normal,high
208148730,Call of Duty: Modern Warfare II,5,0,1098,12.1,1,0,0,0,0,0,bombing|paid,w,paid,medium
208149012,Call of Duty: Modern Warfare II,5,0,1098,40.66666667,1,0,0,0,0,0,bombing|paid,nice game,normal,high
208151961,Call of Duty: Modern Warfare II,5,0,1098,0.116666667,2,16,0,0,0,0,bombing|paid,shit game money hunger company,bombing,high
208120585,Rust,5,0,2525,1000.566667,1,1,0,0,0,0,bots,W game,normal,high
208122970,Rust,5,0,2525,872.1833333,1,2,0,0,1,1,bots,the best game,normal,high
207823177,The Witcher 3: Wild Hunt,5,0,999,330.0333333,3,0,0,0,0,0,normal,enjoyable,normal,high
207990781,Apex Legends,5,0,2458,1000.533333,1,1,0,0,0,0,bots|paid,cringe,normal,high
207993727,Apex Legends,5,0,2458,110.6166667,1,0,0,0,0,0,bots|paid,1,bots,medium
207998912,Apex Legends,5,0,2458,324.45,1,0,0,0,0,0,bots|paid,gud,normal,low
208089997,Palworld,5,0,650,1.5,3,0,0,0,1,0,paid|bots,i dont own it but uhm i heard ultrakill is coming 10/10,paid,medium
121589847,Domina,5,0,171,0.416666667,18,484,0,0,0,1,bombing,"the developer sucks ass, just found out that the dev is also transphobic on top of being antivax (to which i've known about ever since the news got out). seriously this guy sucks",bombing,high
208181871,Call of Duty: Modern Warfare II,5,0,1098,37.56666667,3,0,0,0,0,0,bombing|paid,gyuk,normal,low
208194292,Call of Duty: Modern Warfare II,5,0,1098,13.18333333,1,0,0,0,0,0,bombing|paid,67,bots,low
208357752,Counter-Strike 2,5,0,766,55.3,1,0,0,0,1,0,bots|bombing,GOOD GAME,paid,low
208002577,Apex Legends,5,0,2458,66.68333333,2,23,0,0,0,0,bots|paid,XD,normal,medium
208123698,Call of Duty: Modern Warfare II,5,0,1097,4.083333333,3,0,0,0,0,0,bombing|paid,bad,bombing,low
208124026,Call of Duty: Modern Warfare II,5,0,1097,35.46666667,1,0,0,0,0,0,bombing|paid,gaame na,normal,medium
208054537,Fallout 76,5,0,2540,13.36666667,4,0,0,0,1,1,bombing,yay,paid,medium
208136863,Call of Duty: Modern Warfare II,5,0,1098,4.766666667,1,0,0,0,0,0,bombing|paid,"game is shit 
",bombing,low
208069028,Apex Legends,5,0,2459,8.783333333,2,0,0,0,0,0,bots|paid," hell yeah
",normal,low
208069052,Apex Legends,5,0,2459,132.0166667,1,0,0,0,0,0,bots|paid,no,normal,medium
208017752,Apex Legends,5,0,2458,932.6666667,1,0,0,0,0,0,bots|paid,"This is the only game I've  ever played that will intentionally make me lock in a legend just to put me in a team with the only other motherfucker who wants to play the same character, Why the fuck can i choose to play Watson if you'll just have another person pick her as well, then you are forced play a random character you didn't want to play just to realize there is literally no other Watson in the entire lobby. God do I hate this game yet i keep coming back  10/10",normal,high
208019070,Apex Legends,5,0,2458,105.4666667,7,0,0,0,0,0,bots|paid,U,bots,medium
208020143,Apex Legends,5,0,2458,11.1,1,0,0,0,0,0,bots|paid,"dont play it
",bombing,low
208148343,Rust,5,0,2526,0.116666667,2,0,0,0,1,0,bots,"bought Rust because my friend said “it’s chill, like Minecraft but with guns.”

he lied.",bots,high
208156710,Rust,5,0,2526,342.9666667,1,0,0,0,0,0,bots,Great Game!,normal,medium
208112057,Call of Duty: Modern Warfare II,5,0,1097,3480.25,72,0,0,0,0,1,bombing|paid,Call of Booty,normal,high
208117717,Call of Duty: Modern Warfare II,5,0,1097,10.78333333,1,0,0,0,0,0,bombing|paid,Dont do it,normal,medium
208120341,Call of Duty: Modern Warfare II,5,0,1097,5.633333333,1,0,0,0,0,0,bombing|paid,fun,paid,high
208083055,Apex Legends,5,0,2459,387.5833333,1,0,0,0,0,0,bots|paid,its good,normal,medium
207894912,The Witcher 3: Wild Hunt,5,0,999,34.2,2,0,0,0,0,0,normal,good,normal,medium
208353306,Counter-Strike 2,5,0,766,1579.866667,3,0,0,0,0,0,bots|bombing,"conter
\D",normal,high
208029408,Call of Duty: Modern Warfare II,5,0,1096,65,2,0,0,0,0,0,bombing|paid,good,normal,high
208354054,Counter-Strike 2,5,0,766,6.116666667,1,1,0,0,0,0,bots|bombing,fire,paid,low
208354988,Counter-Strike 2,5,0,766,69.31666667,3,0,0,0,1,1,bots|bombing,Vary good game,normal,medium
208172524,Rust,5,0,2526,20.88333333,2,0,0,0,0,0,bots,:),bots,low
121577335,Domina,5,0,171,0.283333333,37,0,8,0,0,0,bombing,sucks,normal,medium
208182711,Rust,5,0,2526,347.6833333,4,0,0,0,1,0,bots,YUM,normal,high
208045559,Apex Legends,5,0,2459,402.7833333,1,0,0,0,0,0,bots|paid,amazing,normal,high
208358825,Counter-Strike 2,5,0,766,8.983333333,1,1,0,0,0,1,bots|bombing,nice game recomanded,bots,medium
208359896,Counter-Strike 2,5,0,766,339.55,3,0,0,0,1,0,bots|bombing,GOOD GAME,normal,medium
49187265,Devotion,5,1,999,0.533333333,1,0,9,0,1,0,bombing,Taiwan No.1!!!,bots,high
208076376,Call of Duty: Modern Warfare II,5,0,1097,29.13333333,1,0,0,0,0,0,bombing|paid,THIS IS THE BEST GAME EVER,normal,high
208080326,Call of Duty: Modern Warfare II,5,0,1097,34.21666667,1,0,0,0,0,0,bombing|paid,no,normal,medium
208356036,Counter-Strike 2,5,0,766,8.033333333,2,2,0,0,0,0,bots|bombing,dead already,bombing,low
207964591,Call of Duty: Modern Warfare II,5,0,1096,79.71666667,1,0,0,0,0,0,bombing|paid,jmhnhmj,bots,medium
207968306,Call of Duty: Modern Warfare II,5,0,1096,337.0833333,2,5,0,0,0,0,bombing|paid,BEST GAME,normal,high
208131615,Apex Legends,5,0,2460,51.33333333,1,0,0,0,0,0,bots|paid,it is nice,normal,medium
208145490,Apex Legends,5,0,2460,101.95,2,0,0,0,0,0,bots|paid,"like
",normal,high
208093016,Apex Legends,5,0,2459,1104.4,2,0,0,0,0,0,bots|paid,i like it,normal,high
208103403,Apex Legends,5,0,2459,324.9666667,2,0,0,0,0,0,bots|paid,!!!,normal,medium
207977025,Call of Duty: Modern Warfare II,5,0,1096,27.51666667,1,0,1,0,0,1,bombing|paid,kheily khafane agha,bots,low
207981520,Call of Duty: Modern Warfare II,5,0,1096,12.21666667,1,0,0,0,0,0,bombing|paid,Great,paid,low
208051621,Call of Duty: Modern Warfare II,5,0,1097,14.81666667,3,0,0,0,0,0,bombing|paid,tis gam no fuuum,normal,low
208058022,Call of Duty: Modern Warfare II,5,0,1097,3.3,1,0,0,0,0,0,bombing|paid,ty6yhyt879ytiru7i5i,bots,medium
208059602,Call of Duty: Modern Warfare II,5,0,1097,30.08333333,2,0,0,0,0,0,bombing|paid,"ja poes nxa
",normal,high
208037897,Call of Duty: Modern Warfare II,5,0,1096,17.53333333,1,0,0,0,0,0,bombing|paid,Great shitty game,normal,low
207966894,The Witcher 3: Wild Hunt,5,0,999,12.2,1,0,0,0,1,0,normal,AWSOME,normal,medium
208311640,Rust,5,0,2527,0.433333333,17,0,0,0,0,0,bots,dont rabotaet eeee kak tam ego ny karoche multyplaer online SERVERA koroche ne rabotat,normal,medium
208079460,Apex Legends,5,0,2459,190.3,1,0,0,0,0,0,bots|paid,"It's still the best BR. It has a steep learning curve for beginners, but it is so rewarding once you get the hang of it. I highly recommend Apex to anyone who likes a challenge and experiencing just a super fun world with awesome characters.",normal,high
208081625,Apex Legends,5,0,2459,18.15,3,0,0,0,0,0,bots|paid,Good,normal,high
208254057,Call of Duty: Modern Warfare II,5,0,1099,3.2,10,0,0,0,0,0,bombing|paid,"IT GOOD?
",bots,medium
208256502,Call of Duty: Modern Warfare II,5,0,1099,3.75,1,0,0,0,0,1,bombing|paid,"disk alanı çok fazla
",bots,medium
208258444,Call of Duty: Modern Warfare II,5,0,1099,17.43333333,1,0,0,0,0,0,bombing|paid,Just Great.,normal,medium
208258589,Call of Duty: Modern Warfare II,5,0,1099,10.66666667,1,0,0,0,0,1,bombing|paid,so amazing way better than fortnight,normal,medium
